parameter_value,prey_minimum,predator_minimum
47,1,30
47,2,31
47,1,55
47,1,27
47,1,27
47,1,27
47,1,29
47,2,26
47,1,29
47,1,22
47,4,33
47,2,38
47,5,20
47,2,32
47,1,42
47,3,15
47,1,31
47,1,13
47,1,28
47,1,30
47,1,22
47,2,11
47,1,17
47,3,21
47,2,43
47,1,27
47,1,23
47,3,28
47,1,33
47,4,21
47,3,43
47,2,19
47,1,44
47,5,19
47,8,18
47,16,36
47,3,23
47,9,21
47,1,5
47,4,11
47,15,31
47,3,26
47,1,21
47,1,18
48,2,83
48,1,54
48,1,24
48,2,75
48,3,92
48,1,45
48,2,38
48,2,65
48,2,93
48,1,81
48,1,53
48,1,57
48,1,68
48,2,56
48,6,56
48,2,45
48,1,23
48,1,52
48,1,54
48,1,53
48,1,34
48,1,32
48,1,49
48,3,47
48,3,63
48,1,49
48,2,69
48,1,33
48,1,38
48,2,60
48,1,41
48,1,30
48,1,49
48,1,31
48,6,39
48,4,29
48,2,51
48,1,62
48,2,42
48,2,54
48,1,32
48,1,14
48,1,35
48,1,39
48,1,35
48,1,42
48,1,27
48,2,58
48,3,40
48,1,23
48,1,24
48,8,44
48,1,29
48,4,43
48,1,39
48,1,25
48,1,24
48,1,19
48,1,15
48,1,28
48,1,43
48,1,29
48,1,25
48,1,11
48,1,22
48,1,37
48,2,23
48,2,15
48,3,44
48,1,38
48,1,36
48,2,41
48,1,44
48,3,33
48,1,31
48,1,19
48,1,11
48,2,28
48,1,21
48,3,22
48,1,30
48,4,37
48,1,18
48,2,35
48,1,22
48,3,28
48,1,25
48,9,31
48,1,11
48,1,34
48,1,12
48,1,32
48,1,22
48,2,18
48,5,35
48,1,29
48,9,29
48,1,11
48,1,11
48,11,30
49,1,44
49,1,38
49,1,48
49,3,36
49,5,78
49,3,100
49,1,55
49,6,46
49,1,49
49,2,46
49,2,45
49,1,63
49,1,51
49,5,48
49,1,77
49,1,77
49,4,75
49,1,22
49,2,56
49,4,38
49,2,49
49,1,45
49,2,47
49,1,51
49,1,27
49,7,58
49,1,28
49,2,70
49,1,37
49,1,32
49,2,36
49,3,55
49,3,32
49,2,49
49,1,24
49,1,25
49,7,45
49,2,36
49,2,30
49,3,52
49,1,40
49,4,29
49,1,24
49,1,17
49,1,25
49,1,50
49,1,24
49,1,43
49,11,1
49,1,32
49,4,39
49,2,35
49,2,28
49,1,43
49,1,16
49,1,31
49,3,27
49,1,28
49,2,32
49,1,45
49,1,10
49,1,32
49,11,35
49,1,20
49,10,49
49,3,39
49,3,24
49,2,17
49,1,8
49,3,26
49,1,28
49,2,19
49,5,43
49,1,16
49,2,42
49,1,24
49,8,27
49,2,19
49,3,20
49,1,46
49,1,35
49,1,32
49,1,24
49,2,19
49,1,29
49,1,25
49,1,21
49,2,45
49,3,30
49,2,29
49,1,30
49,1,21
49,4,31
49,3,19
49,7,35
49,10,23
49,7,38
49,6,21
49,14,33
49,23,42
50,1,50
50,1,100
50,2,66
50,1,85
50,3,82
50,3,81
50,2,17
50,1,21
50,1,36
50,2,62
50,3,23
50,1,25
50,2,54
50,2,15
50,1,77
50,2,24
50,1,45
50,1,54
50,1,38
50,4,61
50,3,39
50,2,29
50,1,19
50,1,71
50,3,45
50,4,63
50,5,59
50,1,28
50,1,39
50,1,32
50,1,38
50,1,15
50,1,49
50,1,41
50,1,36
50,5,53
50,1,27
50,1,29
50,3,42
50,1,35
50,1,22
50,1,22
50,3,30
50,1,40
50,1,49
50,1,46
50,2,39
50,3,24
50,1,20
50,1,47
50,3,38
50,3,44
50,1,22
50,1,28
50,1,25
50,1,39
50,6,28
50,1,51
50,1,25
50,1,26
50,1,28
50,1,22
50,1,22
50,1,16
50,1,14
50,1,16
50,1,33
50,3,49
50,2,21
50,1,42
50,1,25
50,1,22
50,1,10
50,4,23
50,1,34
50,1,23
50,2,5
50,1,32
50,1,31
50,5,25
50,1,31
50,2,18
50,1,20
50,1,17
50,5,28
50,2,22
50,1,29
50,3,24
50,1,24
50,1,24
50,8,26
50,2,24
50,15,37
50,3,28
50,5,20
50,13,26
50,3,31
50,9,31
50,7,21
50,2,35
51,4,91
51,1,59
51,1,48
51,1,30
51,5,76
51,2,65
51,3,37
51,3,57
51,2,53
51,1,71
51,1,47
51,1,32
51,1,25
51,2,76
51,2,53
51,1,52
51,2,79
51,6,55
51,2,70
51,1,59
51,1,51
51,1,60
51,1,58
51,1,12
51,1,24
51,3,62
51,1,71
51,1,35
51,2,29
51,1,42
51,1,60
51,1,38
51,1,28
51,1,49
51,3,46
51,1,40
51,2,61
51,1,38
51,1,27
51,1,26
51,1,45
51,2,51
51,1,34
51,1,34
51,1,33
51,1,25
51,1,11
51,1,31
51,8,39
51,1,37
51,1,49
51,1,32
51,1,37
51,1,35
51,1,41
51,1,5
51,104,1
51,1,41
51,1,38
51,1,39
51,1,36
51,1,41
51,1,44
51,2,17
51,11,41
51,1,41
51,1,33
51,3,22
51,2,25
51,1,23
51,1,20
51,2,15
51,1,23
51,1,22
51,1,30
51,1,31
51,1,16
51,1,22
51,1,26
51,1,30
51,2,20
51,3,16
51,1,18
51,1,19
51,4,25
51,3,19
51,1,16
51,3,16
51,2,22
51,2,28
51,2,21
51,2,26
51,3,21
51,6,20
51,1,27
51,4,12
51,25,26
51,5,34
51,11,1
51,1,24
52,1,66
52,9,80
52,4,70
52,2,51
52,1,41
52,2,38
52,1,30
52,1,98
52,1,64
52,2,23
52,1,48
52,4,45
52,4,31
52,1,59
52,1,34
52,2,72
52,1,38
52,1,35
52,1,83
52,1,25
52,1,37
52,5,64
52,2,45
52,2,43
52,1,29
52,1,33
52,1,34
52,1,56
52,1,31
52,1,65
52,1,34
52,1,33
52,3,26
52,1,43
52,3,54
52,2,39
52,2,47
52,5,34
52,2,48
52,2,34
52,2,34
52,1,34
52,1,39
52,1,33
52,2,54
52,1,34
52,1,13
52,1,44
52,2,28
52,4,39
52,1,40
52,1,33
52,1,39
52,1,31
52,2,59
52,1,12
52,3,31
52,1,48
52,1,16
52,4,20
52,7,32
52,1,38
52,2,43
52,1,24
52,1,20
52,1,38
52,3,29
52,2,23
52,1,30
52,1,36
52,1,16
52,3,27
52,3,15
52,1,36
52,2,33
52,3,20
52,1,28
52,1,32
52,1,26
52,6,25
52,1,14
52,3,20
52,1,18
52,1,20
52,2,25
52,1,41
52,1,9
52,4,25
52,4,18
52,16,37
52,2,24
52,2,20
52,8,24
52,2,15
52,1,22
52,1,31
52,3,32
52,6,35
52,1,23
52,27,36
53,1,80
53,1,72
53,1,29
53,1,95
53,1,54
53,1,37
53,1,37
53,1,53
53,3,30
53,3,53
53,1,35
53,6,67
53,1,27
53,1,37
53,1,21
53,1,39
53,1,45
53,1,23
53,1,31
53,1,69
53,1,42
53,2,21
53,1,42
53,3,100
53,4,70
53,1,32
53,6,62
53,1,41
53,1,64
53,2,45
53,1,28
53,6,56
53,3,59
53,1,33
53,3,57
53,11,58
53,1,46
53,1,55
53,3,42
53,1,29
53,1,31
53,1,66
53,1,20
53,1,17
53,2,39
53,4,26
53,2,39
53,1,34
53,1,12
53,2,46
53,2,29
53,1,29
53,1,17
53,1,45
53,1,26
53,1,27
53,1,33
53,1,25
53,2,43
53,4,43
53,1,16
53,2,39
53,2,14
53,1,26
53,1,8
53,2,36
53,1,25
53,1,34
53,1,27
53,5,32
53,1,28
53,2,25
53,1,10
53,1,41
53,1,9
53,7,46
53,1,35
53,1,35
53,1,35
53,3,21
53,1,26
53,1,21
53,6,13
53,1,25
53,13,27
53,1,32
53,1,27
53,2,24
53,2,15
53,3,9
53,1,26
53,3,28
53,1,35
53,10,30
53,1,37
53,2,27
53,11,38
53,7,26
53,26,32
53,31,47
54,1,19
54,1,77
54,2,86
54,2,61
54,1,56
54,2,50
54,1,38
54,1,100
54,1,60
54,5,79
54,1,86
54,2,84
54,2,67
54,3,64
54,1,35
54,3,62
54,2,24
54,1,61
54,1,45
54,1,36
54,4,67
54,1,36
54,1,57
54,1,52
54,1,59
54,2,49
54,1,40
54,1,20
54,4,52
54,1,15
54,1,42
54,1,43
54,1,23
54,1,20
54,3,21
54,1,40
54,1,37
54,1,41
54,2,44
54,1,18
54,1,32
54,2,42
54,2,46
54,1,19
54,1,20
54,16,48
54,1,25
54,1,33
54,1,62
54,1,23
54,2,15
54,1,25
54,1,37
54,1,32
54,1,31
54,1,18
54,3,25
54,1,38
54,2,29
54,1,19
54,1,23
54,2,28
54,2,46
54,1,39
54,1,31
54,3,15
54,2,14
54,1,27
54,1,27
54,1,27
54,1,20
54,1,13
54,2,21
54,1,17
54,2,18
54,5,34
54,2,36
54,2,26
54,3,41
54,1,22
54,1,24
54,1,1
54,3,24
54,1,25
54,1,22
54,1,35
54,6,30
54,5,31
54,1,27
54,5,27
54,1,17
54,9,28
54,1,26
54,3,14
54,18,35
54,17,24
54,14,33
54,25,36
54,3,34
54,35,17
55,2,46
55,1,83
55,1,49
55,1,90
55,1,42
55,1,94
55,2,22
55,1,34
55,1,63
55,2,79
55,1,67
55,2,49
55,5,82
55,2,63
55,2,69
55,3,52
55,3,51
55,2,84
55,1,64
55,1,80
55,1,47
55,1,46
55,2,48
55,1,42
55,2,44
55,2,46
55,1,38
55,5,31
55,1,24
55,1,36
55,1,26
55,1,42
55,1,49
55,1,36
55,1,17
55,1,17
55,3,55
55,3,51
55,1,35
55,2,23
55,2,19
55,19,30
55,1,40
55,1,19
55,3,31
55,1,45
55,3,30
55,2,34
55,2,32
55,1,46
55,1,35
55,3,37
55,5,45
55,3,29
55,1,27
55,1,34
55,2,29
55,1,26
55,1,36
55,1,38
55,1,37
55,1,25
55,1,21
55,1,6
55,4,31
55,1,30
55,2,31
55,1,26
55,3,24
55,1,26
55,1,25
55,1,36
55,2,36
55,1,6
55,4,18
55,1,15
55,1,14
55,5,11
55,8,38
55,3,21
55,8,27
55,1,40
55,1,29
55,1,2
55,1,25
55,1,17
55,7,22
55,3,22
55,10,14
55,1,23
55,1,7
55,1,8
55,1,27
55,7,27
55,1,24
55,1,40
55,2,12
55,5,29
55,17,29
55,2,41
56,1,56
56,1,75
56,1,63
56,1,58
56,1,56
56,4,92
56,1,84
56,4,48
56,1,86
56,3,36
56,1,81
56,1,14
56,1,20
56,2,43
56,4,36
56,2,82
56,4,89
56,2,86
56,1,74
56,1,48
56,1,29
56,3,43
56,1,42
56,2,42
56,3,46
56,1,39
56,1,26
56,3,48
56,1,36
56,1,28
56,1,15
56,2,50
56,1,33
56,1,42
56,1,28
56,3,43
56,1,47
56,1,24
56,1,40
56,1,25
56,3,32
56,3,37
56,1,26
56,3,48
56,2,25
56,1,41
56,2,29
56,1,45
56,1,37
56,3,43
56,1,30
56,1,34
56,1,47
56,1,18
56,1,11
56,2,34
56,1,20
56,2,22
56,1,49
56,1,23
56,1,18
56,1,28
56,1,35
56,2,25
56,1,38
56,1,26
56,2,49
56,1,22
56,1,29
56,1,16
56,4,33
56,1,22
56,1,21
56,1,21
56,2,32
56,3,31
56,1,32
56,2,35
56,1,35
56,3,9
56,1,31
56,2,26
56,2,29
56,1,32
56,3,12
56,2,12
56,1,23
56,1,18
56,1,11
56,1,37
56,1,36
56,6,33
56,2,19
56,4,21
56,1,34
56,3,38
56,3,24
56,3,21
56,1,29
56,7,22
57,2,30
57,4,83
57,1,81
57,1,93
57,1,87
57,1,51
57,7,92
57,5,76
57,2,56
57,2,69
57,2,50
57,2,56
57,19,52
57,1,60
57,1,58
57,1,74
57,1,86
57,1,29
57,1,49
57,1,55
57,1,43
57,1,79
57,10,51
57,9,63
57,2,47
57,1,76
57,1,37
57,1,40
57,1,68
57,3,50
57,1,41
57,2,33
57,1,40
57,2,19
57,1,32
57,1,35
57,1,29
57,3,30
57,1,51
57,5,39
57,1,26
57,3,46
57,1,41
57,1,45
57,1,32
57,1,70
57,1,37
57,1,32
57,2,43
57,3,41
57,18,32
57,1,31
57,1,52
57,1,21
57,7,35
57,1,47
57,3,27
57,3,38
57,1,9
57,1,30
57,2,35
57,1,35
57,1,10
57,2,29
57,1,46
57,7,34
57,4,36
57,1,20
57,1,11
57,3,24
57,2,30
57,3,18
57,1,34
57,2,28
57,3,21
57,1,7
57,5,25
57,1,22
57,1,15
57,8,37
57,5,18
57,2,15
57,1,17
57,2,30
57,8,31
57,1,14
57,2,24
57,2,33
57,11,23
57,5,19
57,5,26
57,5,19
57,2,23
57,2,20
57,1,21
57,18,39
57,1,18
57,6,25
57,7,33
57,6,31
58,1,78
58,1,97
58,1,63
58,1,55
58,1,64
58,1,91
58,8,47
58,1,69
58,1,46
58,7,96
58,3,35
58,1,59
58,1,72
58,1,92
58,4,86
58,1,85
58,1,32
58,1,68
58,1,86
58,1,33
58,1,40
58,1,58
58,3,53
58,1,49
58,1,56
58,5,74
58,1,33
58,8,25
58,2,48
58,3,27
58,1,71
58,2,29
58,1,27
58,1,22
58,12,44
58,1,48
58,1,34
58,1,23
58,1,22
58,1,51
58,1,34
58,2,30
58,1,29
58,1,31
58,4,46
58,2,49
58,2,45
58,1,23
58,3,19
58,2,41
58,7,37
58,1,19
58,1,33
58,1,31
58,4,27
58,3,44
58,1,32
58,1,43
58,1,10
58,1,19
58,2,26
58,1,30
58,1,30
58,1,13
58,1,6
58,1,34
58,1,55
58,2,21
58,1,8
58,1,30
58,1,34
58,1,38
58,1,31
58,6,27
58,1,30
58,3,16
58,1,28
58,2,10
58,1,22
58,1,16
58,1,36
58,1,23
58,2,31
58,3,19
58,1,28
58,1,13
58,3,12
58,2,26
58,5,24
58,1,14
58,5,16
58,3,31
58,3,33
58,1,22
58,18,36
58,11,32
58,8,42
58,4,14
58,1,38
58,20,36
59,3,96
59,1,86
59,3,88
59,1,33
59,2,90
59,1,25
59,1,42
59,2,37
59,1,36
59,2,35
59,1,29
59,11,38
59,3,98
59,1,52
59,1,36
59,1,30
59,1,40
59,1,73
59,1,15
59,1,47
59,1,57
59,1,42
59,2,30
59,3,79
59,2,26
59,4,40
59,168,1
59,3,26
59,1,51
59,2,23
59,4,24
59,5,51
59,1,36
59,1,27
59,1,20
59,3,33
59,2,19
59,1,18
59,2,44
59,1,41
59,1,23
59,1,25
59,1,44
59,2,46
59,1,33
59,1,15
59,1,18
59,1,20
59,1,17
59,1,21
59,6,25
59,3,37
59,2,52
59,3,26
59,1,22
59,1,23
59,2,33
59,1,39
59,1,9
59,2,18
59,2,39
59,1,20
59,1,18
59,1,23
59,2,28
59,1,33
59,6,24
59,2,33
59,1,41
59,1,46
59,2,39
59,1,39
59,1,32
59,1,29
59,1,18
59,1,16
59,1,36
59,1,25
59,5,37
59,1,18
59,2,13
59,10,40
59,1,13
59,1,19
59,1,3
59,11,27
59,4,21
59,1,12
59,2,20
59,7,25
59,3,5
59,1,32
59,2,17
59,9,21
59,2,27
59,7,11
59,12,19
59,26,30
59,14,28
59,1,23
60,4,85
60,1,48
60,2,47
60,1,57
60,1,73
60,1,42
60,1,35
60,1,35
60,3,39
60,2,78
60,1,31
60,1,30
60,1,75
60,1,66
60,2,45
60,1,54
60,1,48
60,1,37
60,1,93
60,1,25
60,1,35
60,10,74
60,2,35
60,1,50
60,1,38
60,3,36
60,1,52
60,2,71
60,1,59
60,2,40
60,1,36
60,1,39
60,1,20
60,1,41
60,1,17
60,3,33
60,4,29
60,2,43
60,3,57
60,2,22
60,2,53
60,1,38
60,1,20
60,1,45
60,3,53
60,2,20
60,1,44
60,3,23
60,1,28
60,1,36
60,1,38
60,1,23
60,1,33
60,1,15
60,1,46
60,3,19
60,2,35
60,1,39
60,2,42
60,1,19
60,1,33
60,3,21
60,1,20
60,1,25
60,6,22
60,1,26
60,1,14
60,1,42
60,1,37
60,1,39
60,1,7
60,1,35
60,1,27
60,1,16
60,1,17
60,1,37
60,2,26
60,1,19
60,1,43
60,1,19
60,3,13
60,9,27
60,2,41
60,3,26
60,1,16
60,3,33
60,1,32
60,1,33
60,1,36
60,1,23
60,2,21
60,1,26
60,2,19
60,1,25
60,1,28
60,4,17
60,6,34
60,11,36
60,1,32
60,1,17
61,2,80
61,1,75
61,1,70
61,4,64
61,1,76
61,1,40
61,2,69
61,1,50
61,3,35
61,1,56
61,1,87
61,2,84
61,1,43
61,1,72
61,3,75
61,1,74
61,1,83
61,2,63
61,1,55
61,2,18
61,1,69
61,1,59
61,2,54
61,1,45
61,1,37
61,1,77
61,1,40
61,1,58
61,1,34
61,1,52
61,2,47
61,1,33
61,1,10
61,2,45
61,2,37
61,1,63
61,2,26
61,1,30
61,2,26
61,1,39
61,2,32
61,1,33
61,1,42
61,1,30
61,1,48
61,1,53
61,2,25
61,1,38
61,1,50
61,1,23
61,1,38
61,1,28
61,1,40
61,1,21
61,1,32
61,1,40
61,1,44
61,1,6
61,1,47
61,2,42
61,2,41
61,1,24
61,1,46
61,2,23
61,1,25
61,1,32
61,1,43
61,1,21
61,1,49
61,2,16
61,1,29
61,1,19
61,3,32
61,3,48
61,2,42
61,4,17
61,2,31
61,4,35
61,1,37
61,1,25
61,1,23
61,3,23
61,2,30
61,2,36
61,1,39
61,7,32
61,3,18
61,3,31
61,3,20
61,1,14
61,9,25
61,10,32
61,1,16
61,2,28
61,6,3
61,2,33
61,2,34
61,25,32
61,8,25
61,5,31
62,1,94
62,1,70
62,2,87
62,1,27
62,1,56
62,2,49
62,4,68
62,2,47
62,2,76
62,1,71
62,1,46
62,1,63
62,1,87
62,1,56
62,2,71
62,2,53
62,1,66
62,1,34
62,1,23
62,1,20
62,4,51
62,14,63
62,2,44
62,2,35
62,1,22
62,4,49
62,3,40
62,2,54
62,1,54
62,1,45
62,3,35
62,5,29
62,1,50
62,1,63
62,2,29
62,1,39
62,1,65
62,2,51
62,1,45
62,4,60
62,1,45
62,1,55
62,1,51
62,4,48
62,1,20
62,2,31
62,2,26
62,1,42
62,3,24
62,1,38
62,1,28
62,1,32
62,1,18
62,2,14
62,1,41
62,1,33
62,2,25
62,2,30
62,1,13
62,1,41
62,1,22
62,1,23
62,4,41
62,1,28
62,4,38
62,1,17
62,2,51
62,1,30
62,1,20
62,1,31
62,1,33
62,1,31
62,3,20
62,1,17
62,2,24
62,2,23
62,4,36
62,2,39
62,2,35
62,1,22
62,3,29
62,2,17
62,9,20
62,1,33
62,4,47
62,2,3
62,2,6
62,1,28
62,5,20
62,2,33
62,5,20
62,3,15
62,1,34
62,3,20
62,2,24
62,7,36
62,1,17
62,1,2
62,3,27
62,1,11
63,1,64
63,1,81
63,1,66
63,1,66
63,2,63
63,1,70
63,3,44
63,1,83
63,1,58
63,1,72
63,5,69
63,1,48
63,1,83
63,1,34
63,4,33
63,6,85
63,4,70
63,2,66
63,1,42
63,2,40
63,4,46
63,1,26
63,1,47
63,4,57
63,1,34
63,1,54
63,1,43
63,1,18
63,1,63
63,1,43
63,1,46
63,1,47
63,1,29
63,1,47
63,1,49
63,1,31
63,1,33
63,1,40
63,10,45
63,1,31
63,1,47
63,1,43
63,2,30
63,1,24
63,1,45
63,1,57
63,1,18
63,1,41
63,2,26
63,1,14
63,2,43
63,1,28
63,2,23
63,5,34
63,1,47
63,1,35
63,1,31
63,2,52
63,1,50
63,2,21
63,2,44
63,1,42
63,1,16
63,1,38
63,1,20
63,1,44
63,1,18
63,1,17
63,1,37
63,3,23
63,2,46
63,2,36
63,1,38
63,1,13
63,1,18
63,1,23
63,1,26
63,1,26
63,1,23
63,1,33
63,1,31
63,1,23
63,1,35
63,1,4
63,1,17
63,1,29
63,1,18
63,1,24
63,3,39
63,1,15
63,11,26
63,6,32
63,5,24
63,2,16
63,2,31
63,7,29
63,10,24
63,2,36
63,6,36
63,10,32
64,3,81
64,1,34
64,2,76
64,1,87
64,2,65
64,1,66
64,1,45
64,2,91
64,1,43
64,1,43
64,1,74
64,2,67
64,1,38
64,1,35
64,1,52
64,1,50
64,1,31
64,2,58
64,2,32
64,2,38
64,1,40
64,1,45
64,1,27
64,4,40
64,2,45
64,2,63
64,1,18
64,3,42
64,1,47
64,1,25
64,4,56
64,3,58
64,1,25
64,1,34
64,1,44
64,1,46
64,2,47
64,2,58
64,1,52
64,1,41
64,1,39
64,1,34
64,5,27
64,1,44
64,1,42
64,1,33
64,3,29
64,4,42
64,1,49
64,2,24
64,1,9
64,1,31
64,1,19
64,1,46
64,3,44
64,1,32
64,2,40
64,2,20
64,1,20
64,9,28
64,1,56
64,2,32
64,2,45
64,1,45
64,2,33
64,4,38
64,2,33
64,3,27
64,2,44
64,5,32
64,5,34
64,1,21
64,1,21
64,4,34
64,1,24
64,1,26
64,1,26
64,2,12
64,3,23
64,6,20
64,16,28
64,1,23
64,4,35
64,1,17
64,7,27
64,6,30
64,1,28
64,1,36
64,5,25
64,11,31
64,5,42
64,17,1
64,1,28
64,15,34
64,12,34
64,6,24
64,4,29
64,6,39
64,7,36
64,16,15
65,3,67
65,1,100
65,2,75
65,1,19
65,16,100
65,2,85
65,1,42
65,1,46
65,1,21
65,2,73
65,2,33
65,3,54
65,1,80
65,1,93
65,1,58
65,1,37
65,2,46
65,1,42
65,1,54
65,1,81
65,1,50
65,1,79
65,2,36
65,2,21
65,1,35
65,2,49
65,1,26
65,1,55
65,1,55
65,1,25
65,1,58
65,1,23
65,2,52
65,1,54
65,1,18
65,1,16
65,2,42
65,1,40
65,3,37
65,7,38
65,1,30
65,2,47
65,2,20
65,1,48
65,2,73
65,1,25
65,1,40
65,1,26
65,1,21
65,4,33
65,1,15
65,1,28
65,2,32
65,1,13
65,2,43
65,1,38
65,1,20
65,3,8
65,2,34
65,1,43
65,2,23
65,4,21
65,3,26
65,1,26
65,1,26
65,1,38
65,1,34
65,1,21
65,2,20
65,1,29
65,2,38
65,1,32
65,2,29
65,1,35
65,3,24
65,1,23
65,3,28
65,1,18
65,1,38
65,8,16
65,2,33
65,3,15
65,1,35
65,4,23
65,3,15
65,4,15
65,1,26
65,9,32
65,1,35
65,8,25
65,1,27
65,14,23
65,3,13
65,11,21
65,1,18
65,6,18
65,17,22
65,7,35
65,31,45
65,4,29
66,1,86
66,3,47
66,2,43
66,3,70
66,1,31
66,1,69
66,2,65
66,1,37
66,2,85
66,3,87
66,2,42
66,3,53
66,1,16
66,3,48
66,3,65
66,2,63
66,1,52
66,1,48
66,1,61
66,2,42
66,2,25
66,1,48
66,9,67
66,2,31
66,1,91
66,1,57
66,2,46
66,2,45
66,1,45
66,3,35
66,1,40
66,1,31
66,3,54
66,3,61
66,2,36
66,3,18
66,1,51
66,1,41
66,2,60
66,1,45
66,1,27
66,1,35
66,1,44
66,2,39
66,3,27
66,1,18
66,2,39
66,2,29
66,3,26
66,1,21
66,1,30
66,1,30
66,1,26
66,2,18
66,1,21
66,2,40
66,1,39
66,6,47
66,2,27
66,2,42
66,1,22
66,1,42
66,4,22
66,2,25
66,1,19
66,1,25
66,1,40
66,2,29
66,1,35
66,1,49
66,1,39
66,2,1
66,2,19
66,1,17
66,2,25
66,4,22
66,2,25
66,1,19
66,1,19
66,1,20
66,9,25
66,10,29
66,1,42
66,1,17
66,6,23
66,3,37
66,6,23
66,10,17
66,2,22
66,15,19
66,18,32
66,5,12
66,1,25
66,1,23
66,1,11
66,4,27
66,13,27
66,8,36
66,20,33
66,19,30
67,1,87
67,1,71
67,1,72
67,2,34
67,1,62
67,1,88
67,1,100
67,1,29
67,2,72
67,2,82
67,5,45
67,2,43
67,1,88
67,2,36
67,3,50
67,3,67
67,1,22
67,1,48
67,1,43
67,2,61
67,1,41
67,2,59
67,3,69
67,1,36
67,2,26
67,2,44
67,2,65
67,1,30
67,1,24
67,1,32
67,1,60
67,3,42
67,1,33
67,1,44
67,1,27
67,2,49
67,6,37
67,1,22
67,1,32
67,1,22
67,1,27
67,1,24
67,2,43
67,1,34
67,1,33
67,1,45
67,2,25
67,2,30
67,2,47
67,1,13
67,2,44
67,1,43
67,2,37
67,1,27
67,1,30
67,2,38
67,2,22
67,1,21
67,1,25
67,1,13
67,6,55
67,2,46
67,1,55
67,1,28
67,1,35
67,1,38
67,1,25
67,1,16
67,1,38
67,9,37
67,3,31
67,2,43
67,1,26
67,2,29
67,1,32
67,1,16
67,1,27
67,3,13
67,5,27
67,9,21
67,4,25
67,3,33
67,3,26
67,4,24
67,6,14
67,1,14
67,1,26
67,1,16
67,2,35
67,15,35
67,7,27
67,3,38
67,1,12
67,6,19
67,6,23
67,5,23
67,3,23
67,7,20
67,25,38
67,6,22
68,1,86
68,1,85
68,1,40
68,2,57
68,2,34
68,4,76
68,2,45
68,1,79
68,1,88
68,8,76
68,1,69
68,3,48
68,1,89
68,2,42
68,1,54
68,1,100
68,3,34
68,1,85
68,1,34
68,3,84
68,2,44
68,2,49
68,1,29
68,3,86
68,2,20
68,2,27
68,3,27
68,4,50
68,2,55
68,1,51
68,6,34
68,1,49
68,2,41
68,4,25
68,1,37
68,2,62
68,1,33
68,1,18
68,1,23
68,2,59
68,2,34
68,4,32
68,2,31
68,2,60
68,1,21
68,1,41
68,1,23
68,1,35
68,1,60
68,4,29
68,3,21
68,4,46
68,2,50
68,2,34
68,1,50
68,23,32
68,1,14
68,1,26
68,3,29
68,2,17
68,1,25
68,1,23
68,2,34
68,1,29
68,2,32
68,4,35
68,1,33
68,3,1
68,3,33
68,1,38
68,1,38
68,2,24
68,1,27
68,2,26
68,3,42
68,1,51
68,1,8
68,1,32
68,1,8
68,1,24
68,2,2
68,1,26
68,1,13
68,4,18
68,1,16
68,1,13
68,4,37
68,1,39
68,4,34
68,10,23
68,3,14
68,1,35
68,1,33
68,9,27
68,1,25
68,11,30
68,5,19
68,6,20
68,7,30
68,8,35
69,1,79
69,1,67
69,1,55
69,1,31
69,1,39
69,1,32
69,1,65
69,1,64
69,1,17
69,1,33
69,2,44
69,1,34
69,1,13
69,3,49
69,1,62
69,3,77
69,2,48
69,1,35
69,1,30
69,2,28
69,2,40
69,1,40
69,1,23
69,2,56
69,1,42
69,1,61
69,1,30
69,1,53
69,1,35
69,4,59
69,1,23
69,1,39
69,1,33
69,3,46
69,1,32
69,2,63
69,1,17
69,1,47
69,1,44
69,1,38
69,1,71
69,3,28
69,3,21
69,2,55
69,2,26
69,1,10
69,1,31
69,2,24
69,1,52
69,1,24
69,2,42
69,1,42
69,1,17
69,2,25
69,2,22
69,1,14
69,1,33
69,1,23
69,2,29
69,1,30
69,1,26
69,1,30
69,2,54
69,2,51
69,1,18
69,1,15
69,1,23
69,4,30
69,1,33
69,1,10
69,1,15
69,1,18
69,3,26
69,2,22
69,6,15
69,2,17
69,1,32
69,1,11
69,1,43
69,1,19
69,3,16
69,2,20
69,9,27
69,1,9
69,2,7
69,3,20
69,1,30
69,1,16
69,2,28
69,1,25
69,2,15
69,7,25
69,5,26
69,25,20
69,4,32
69,3,24
69,2,30
69,11,34
69,3,25
69,1,23
70,1,67
70,2,49
70,1,83
70,2,50
70,11,49
70,1,63
70,1,53
70,1,30
70,3,33
70,1,29
70,1,49
70,2,45
70,1,70
70,2,64
70,1,54
70,1,58
70,3,45
70,2,69
70,1,40
70,1,71
70,2,41
70,3,49
70,3,48
70,2,33
70,1,49
70,1,47
70,1,26
70,1,41
70,1,42
70,1,88
70,3,51
70,1,76
70,1,37
70,5,18
70,6,43
70,1,36
70,1,30
70,3,30
70,8,28
70,1,19
70,1,36
70,1,37
70,1,24
70,1,36
70,1,13
70,1,15
70,1,52
70,1,17
70,3,26
70,1,30
70,5,46
70,2,34
70,1,36
70,5,32
70,1,26
70,1,42
70,1,10
70,1,41
70,2,27
70,2,32
70,1,25
70,1,7
70,1,31
70,1,41
70,1,25
70,1,24
70,1,30
70,1,32
70,4,23
70,5,49
70,1,27
70,1,23
70,1,16
70,1,29
70,2,24
70,1,36
70,1,13
70,1,19
70,1,28
70,1,25
70,5,32
70,3,40
70,6,30
70,1,20
70,1,16
70,2,3
